"Org Name","EIN","Current FY Start","Current FY End","Ruling Year","Form Year","Form Type","Address Line 1","Address Line 2","City","State","County",Zip,"Org Phone Number","Web Address","IRS Subsection","Subject Area 1","Subject Area 2","Subject Area 3","NTEE Code","NAICS Code","SIC Code1","SIC Code2","Audit Required?","Has filed 990T?","Paid Preparer Firm Name","Link to GS Profile Page","Link to most recent Form 990","Total Assets","Cash & Equivalent","Investments Securities","Net Assets","Temporarily Restricted Net Assets","Permanently Restricted Net Assets","Unrestricted Net Assets","Total Revenue","Gross Receipts","Investment Income","Total Contributions","Government Grants","Special Events","Sales","Program Services Revenue","Total Liabilities","Loans and Notes","Tax-Exempt Bond Liabilities","Total Expenses","Total Program Expenses","Total Administrative Expenses","Total Fundraising Expenses","Accounting Fees","Advertising Expenses","Information Technology Expenses","Insurance Expenses","Interest Expenses","Investment Management Fees","Legal Fees","Pension Plan Contributions   Employee Benefits","Printing and Publications","Professional Fundraising Expenses","Principal Officer","Org Leader","Primary Contact Name","Primary Contact Title","Primary Contact Email","Number of Employees"
"Warbasse Nursery School Inc","11-2077918","2015-07-01","2016-06-30","1973","2015","990","2785 W 5th St","","Brooklyn","NY","Kings",="11224","718-266-5585","HTTP://WARBASSENURSERYSCHOOL.COM","501(c)(3) Public Charity","Special needs education","","","B21 (Kindergarten, Nursery Schools, Preschool, Early Admissions)","624410","8351","","N","","CERINI AND ASSOCIATES LLP","http://www.guidestar.org/profile/11-2077918","http://www.guidestar.org/FinDocuments/2016/112/077/2016-112077918-0df14742-9.pdf","$418,392","$133,028","","$189,510","","","$189,510","$1,780,509","$1,784,529","$637","$21,822","","$0","","$1,758,038","$228,882","$48,124","","$1,784,076","$1,293,809","$470,780","$19,487","","$2,801","","$15,261","$1,396","","","$56,908","","","MARY ANNE MARMAN","","","","","28"
"Friends World College","11-2109889","","","1993","","","Plover Ln","","Huntington","NY","Suffolk",="11743","","","501(c)(3) Public Charity","Education","","","B99 (Education N.E.C.)","611","","","","","","http://www.guidestar.org/profile/11-2109889","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"North Shore Nursery School","11-2126555","2018-07-01","2019-06-30","1968","2018","990","90 Plandome Rd","","Manhasset","NY","Nassau",="11030","516-365-7244","www.nsnurseryschool.com","501(c)(3) Public Charity","Out-of-school learning","","","B21 (Kindergarten, Nursery Schools, Preschool, Early Admissions)","624410","8351","","N","","O'KEEFE CPA LLC","http://www.guidestar.org/profile/11-2126555","http://www.guidestar.org/FinDocuments/2019/112/126/2019-112126555-17020293-9.pdf","$373,083","$296,744","","$152,178","$1,032","","$151,146","$455,524","$463,533","$3,584","$5,265","","$4,200","","$442,475","$220,905","$0","","$422,338","$371,224","$51,114","$0","$4,575","$2,130","","$7,734","","","","$3,360","","","Dana Dignam","","","","","28"
"Cornerstone Day Care Center Inc","11-2164436","2018-07-01","2019-06-30","1975","2018","990","289 Lewis Ave","","Brooklyn","NY","Kings",="11221","718-574-4300","N/A","501(c)(3) Public Charity","Child care","","","P33 (Child Day Care)","624410","8351","","Y","N","Giovanniello Co","http://www.guidestar.org/profile/11-2164436","http://www.guidestar.org/FinDocuments/2018/112/164/2018-112164436-10f6e2c4-9.pdf","$16,267","$11,508","$0","-$36,371","","","-$36,371","$640,608","$640,608","$0","$517,853","$517,853","$0","$0","$122,755","$52,638","$0","","$718,929","$718,929","$0","$0","$6,000","$2,000","$4,073","$12,795","$0","$0","$25,500","$0","","$0","WAYNE BOYCE","","","","","11"
"American Federation of Teachers","11-2195641","2017-09-01","2018-08-31","1967","2017","990","393 Little East Neck Rd","","West Babylon","NY","Suffolk",="11704","631-587-0476","","501(c)(5) (Labor, Agricultural and Horticultural Organizations)","Education","","","B03 (Professional Societies & Associations)","813920","8621","","N","","Frank W. Massilio, CPA","http://www.guidestar.org/profile/11-2195641","http://www.guidestar.org/FinDocuments/2018/112/195/2018-112195641-104e00cd-9O.pdf","$320,384","$319,973","","$319,948","","","","$374,737","$374,737","$2,675","$372,062","","$0","$0","","$436","$0","","$417,240","","","","$1,750","","","$1,484","$8","","$29,524","","","","Robert Dellisola","","","","","1"
"Flushing Day Care Center Inc","11-2196556","2017-07-01","2018-06-30","1975","2017","990","3606 Prince St","","Flushing","NY","Queens",="11354","718-886-3135","","501(c)(3) Public Charity","Child care","","","P33 (Child Day Care)","624410","8351","","","","TORCHE ACCOUNTING SERVICES","http://www.guidestar.org/profile/11-2196556","http://www.guidestar.org/FinDocuments/2018/112/196/2018-112196556-104cd8f3-9.pdf","$139,451","$46,566","$0","$71,889","$4,007","","$67,882","$549,427","$549,427","$346","$548,163","$495,817","$918","$0","$0","$67,562","$0","","$546,184","$543,310","$2,874","$0","$33,000","$0","$2,836","$7,731","$0","$0","$0","$0","","$0","Ace Jang","","","","","10"
"Adult Education Hispanos Unidos De Park Slope","11-2197373","","","1972","","","315 8th St","","Brooklyn","NY","Kings",="11215","","","501(c)(3) Public Charity","Adult education","","","B60 (Adult, Continuing Education)","611699","7999","8299","","","","http://www.guidestar.org/profile/11-2197373","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Colony-South Brooklyn Houses Inc","11-2197984","2017-07-01","2018-06-30","1971","2017","990","297 Dean St","","Brooklyn","NY","Kings",="11217","718-625-3810","WWW.COLONYSOUTH.ORG","501(c)(3) Public Charity","Human services","","","P33 (Child Day Care)","624410","8351","","N","","PKF O'CONNOR DAVIES LLP","http://www.guidestar.org/profile/11-2197984","http://www.guidestar.org/FinDocuments/2018/112/197/2018-112197984-17027205-9.pdf","$2,227,340","$633,711","$355,483","$1,079,933","","$54,125","$1,025,808","$4,590,491","$4,629,838","$24,349","$4,472,839","$4,397,333","-$24,647","","$113,406","$1,147,407","$0","","$4,565,158","$4,145,368","$419,790","$0","$141,548","$12,175","","$74,802","","","","","","","ALICE B OWENS","","","","","90"
"Jewish War Veterans of the United States of America Inc","11-2205991","","","1946","","","17731 Edgerton Rd","","Jamaica","NY","Queens",="11432","","","501(c)(4) (Civic Leagues and Social Welfare Organizations)","Special population support","","","W30 (Military/Veterans' Organizations)","813410","8641","8699","","","","http://www.guidestar.org/profile/11-2205991","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Center Moriches Nursery School Inc","11-2241234","","","1973","","","PO Box 494","","Center Moriches","NY","Suffolk",="11934","","","501(c)(3) Public Charity","Early childhood education","","","B21 (Kindergarten, Nursery Schools, Preschool, Early Admissions)","624410","8351","","","","","http://www.guidestar.org/profile/11-2241234","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Blanche Community Progress Day Care Center Inc","11-2243236","2018-07-01","2019-06-30","1977","2018","990","10960 202nd St","","Saint Albans","NY","Queens",="11412","718-471-7881","","501(c)(3) Public Charity","Education","Child welfare","Child care","P33 (Child Day Care)","624410","8351","","Y","","GRACE NKENKE CPA","http://www.guidestar.org/profile/11-2243236","http://www.guidestar.org/FinDocuments/2018/112/243/2018-112243236-10a39151-9.pdf","$481,932","$380,039","","$54,065","","","$54,065","$5,810,851","$5,810,851","","$5,453,217","$5,356,592","","","$355,483","$427,867","$0","","$5,844,678","$5,338,894","$505,784","$0","$0","$0","$0","$30,155","$0","$0","$0","$0","","","Fannie Jefferies","","","","","72"
"Organization for the Social Independence of the Physically Han","11-2243932","","","1972","","","2928 W 5th St Bldg 6a4h","","Brooklyn","NY","Kings",="11224","","","501(c)(3) Public Charity","Special population support","","","P80 (Services to Promote the Independence of Specific Populations)","624120","8322","","","","","http://www.guidestar.org/profile/11-2243932","http://www.guidestar.org/FinDocuments/2005/112/243/2005-112243932-01d999fc-Z.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hadar Hatorah Inc","11-2244809","2017-09-01","2018-08-31","1973","2017","990","824 Eastern Pkwy","","Brooklyn","NY","Kings",="11213","718-735-0200","","501(c)(3) Public Charity","Graduate and professional education","","","B50 (Graduate, Professional(Separate Entities))","611310","8221","","N","","J. GLIKSMAN CPA PC","http://www.guidestar.org/profile/11-2244809","http://www.guidestar.org/FinDocuments/2018/112/244/2018-112244809-10f3c804-9.pdf","$632,615","$55,434","","-$2,665,628","","","","$551,843","$551,843","$313","$551,530","","","","","$3,298,243","$155,247","","$598,774","$471,739","$121,507","$5,528","","$1,823","$270","$923","","","","","","","RABBI SHLOMO ABROMOWITZ","","","","","20"
"Putnam Day Care Center","11-2244883","2010-07-01","2011-06-30","1976","2010","990","706 Quincy St","","Brooklyn","NY","Kings",="11221","718-453-5001","GLKPUTNAM@AOL.COM","501(c)(3) Public Charity","Child care","","","P33 (Child Day Care)","624410","8351","","N","","","http://www.guidestar.org/profile/11-2244883","http://www.guidestar.org/FinDocuments/2011/112/244/2011-112244883-084fa16e-9.pdf","$0","","$0","$0","","","","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","","","MELBA MEEKINS","","","","","0"
"John Edward Bruce Day Care Center Number 2","11-2246040","2011-07-01","2012-06-30","1975","2011","990","196 Albany Ave","","Brooklyn","NY","Kings",="11213","718-773-5794","","501(c)(3) Public Charity","Child care","","","P33 (Child Day Care)","624410","8351","","Y","","GRACE NKENKE CPA","http://www.guidestar.org/profile/11-2246040","http://www.guidestar.org/FinDocuments/2012/112/246/2012-112246040-097fb48f-9.pdf","$194,630","$4,136","","-$48,953","-$48,953","","","$563,019","$563,019","","$504,506","$504,506","","","$58,112","$243,583","$0","","$560,897","$554,044","$6,853","$0","$24,818","$0","$0","$0","$0","$0","$0","$0","","","Fredrick Bodie","","","","","14"
"Deer Park Preschool Inc","11-2251512","","","1994","","","PO Box 2","","Deer Park","NY","Suffolk",="11729","","","501(c)(3) Public Charity","Early childhood education","","","B21 (Kindergarten, Nursery Schools, Preschool, Early Admissions)","624410","8351","","","","","http://www.guidestar.org/profile/11-2251512","http://www.guidestar.org/FinDocuments/2015/112/251/2015-112251512-0c8ea09e-Z.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brotherhood of Industrial Workers Health & Welfare Fund","11-2258149","","","1973","","","11211 Prosperity Farms Rd Ste B107","","Palm Beach Gardens","FL","Palm Beach",="33410","","","501(c)(9) (Employees Associations)","Education","","","B99 (Education N.E.C.)","611","","","","","","http://www.guidestar.org/profile/11-2258149","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Veterans of Foreign Wars of the 8328 VFW-NY","11-2279018","2018-01-01","2018-12-31","1972","2018","990","257 Veterans Rd","","Yorktown Heights","NY","Westchester",="10598","914-552-5143","","501(c)(19) (Post or Organizations of War Veterans)","Special population support","","","W30 (Military/Veterans' Organizations)","813410","8641","8699","","","SCHNEIDER FINANCIAL GROUP LTD","http://www.guidestar.org/profile/11-2279018","http://www.guidestar.org/FinDocuments/2018/112/279/2018-112279018-10897081-9O.pdf","$467,605","$303,721","","$467,605","","","","$96,401","$96,401","","$20,376","","","","$76,025","$0","$0","","$109,102","$88,058","$21,044","$0","$750","$6,618","","$11,880","","","","","","","MICHAEL O'CONNER","","","","","0"
"Rosa Lee Young Childhood Center","11-2279803","2018-09-01","2019-08-31","1973","2018","990","180 N Village Ave","","Rockville Centre","NY","Nassau",="11570","516-536-5674","www.rosaleeyoungchildhoodcenter.org","501(c)(3) Public Charity","Child care","","","B99 (Education N.E.C.)","611","","","N","N","NAWROCKI SMITH LLP","http://www.guidestar.org/profile/11-2279803","http://www.guidestar.org/FinDocuments/2018/112/279/2018-112279803-10615d55-9.pdf","$368,110","$182,983","$105,791","$216,911","","","$216,911","$801,954","$803,526","$2,718","$105,995","$85,568","$19,971","$0","$673,270","$151,199","$39,625","","$854,287","$724,570","$102,941","$26,776","$8,000","$3,438","$0","$16,883","$3,153","$0","$0","$0","","$0","Jeannine Rey","","","","","22"
"Marine Corps League","11-2315982","","","1946","","","2090 SPRUCE ST","","WANTAGH","NY","Nassau",="11793","","","501(c)(4) (Civic Leagues and Social Welfare Organizations)","Special population support","","","W30 (Military/Veterans' Organizations)","813410","8641","8699","","","","http://www.guidestar.org/profile/11-2315982","http://www.guidestar.org/FinDocuments/2010/112/315/2010-112315982-087ce458-ZO.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior Citizens of Westbury Inc","11-2347437","2018-07-01","2019-06-30","1977","2018","990","360 Post Ave","","Westbury","NY","Nassau",="11590","516-334-5886","N/A","501(c)(3) Public Charity","Human services","","","S80 (Community Service Clubs (Kiwanis, Lions, Jaycees, etc.))","813410","8641","8699","N","N","Ives Sultan & Spike CPAs","http://www.guidestar.org/profile/11-2347437","http://www.guidestar.org/FinDocuments/2018/112/347/2018-112347437-1040c9bf-9.pdf","$277,127","$212,321","$0","$263,730","","","","$215,098","$241,362","$2,994","$132,348","$125,748","$38,855","$0","$45,665","$13,397","$0","","$233,447","$165,694","$52,404","$15,349","$1,875","$0","$0","$15,934","$0","$0","$0","$0","","$0","","","","","","8"
"ASSOCIATION FOR NEUROLOGICALLY IMPAIRED BRAIN INJURED CHILDREN, INC","11-2348663","2017-07-01","2018-06-30","1975","2017","990","6135 220th St","","Oakland Gardens","NY","Queens",="11364","(718) 423-9550","www.anibic.org","501(c)(3) Public Charity","Brain and nervous system disorders","Independent living for people with disabilities","","P82 (Developmentally Disabled Services/Centers)","624120","8322","","N","","PKF O'CONNOR DAVIES LLP","http://www.guidestar.org/profile/11-2348663","http://www.guidestar.org/FinDocuments/2018/112/348/2018-112348663-1020330a-9.pdf","$7,379,798","$947,126","","$3,905,619","$267,500","","$3,638,119","$11,323,503","$11,389,912","","$89,297","","-$13,553","","$11,237,690","$3,474,179","$2,513,336","","$11,141,424","$10,198,930","$882,605","$59,889","$57,994","","$80,897","$130,396","$33,354","","$16,814","$72,401","","","MICHAEL STEWARD","John F. DeBiase ","Vincent Tancredi ","CFO","vtancredi@anibic.org","247"
"Bnos Yakov Educational Center","11-2350264","2013-11-01","2014-10-31","2001","2013","990","638 Bedford Ave","","Brooklyn","NY","Kings",="11249","718-963-1212","","501(c)(3) Public Charity","Human services","","","P20 (Human Service Organizations)","624190","8322","","N","","Kay Business Consultants, Inc.","http://www.guidestar.org/profile/11-2350264","http://www.guidestar.org/FinDocuments/2014/112/350/2014-112350264-0b4be254-9.pdf","$75,063","$1,500","$0","-$19,959","","","","$75,000","$75,000","$0","$75,000","$75,000","$0","$0","$0","$95,022","$0","","$5,488","$1,254","$4,234","$0","$1,375","$0","$0","$0","$0","$0","$0","$0","","$0","JACOB FRUNWALD","","","","","0"
"Farmingdale Federation of Teachers Benefit Fund","11-2352476","2017-09-01","2018-08-31","1975","2017","990","100 Broadhollow Rd","","Farmingdale","NY","Nassau",="11735","","N/A","501(c)(9) (Employees Associations)","Education","","","B03 (Professional Societies & Associations)","813920","8621","","N","","SKINNON AND FABER CPAS PC","http://www.guidestar.org/profile/11-2352476","http://www.guidestar.org/FinDocuments/2018/112/352/2018-112352476-103f2ba6-9O.pdf","$839,918","$72,681","","$687,174","","","$687,174","$941,405","$941,405","$17,650","","","","","$923,755","$152,744","$0","","$895,935","$895,935","$0","$0","$6,800","","","$4,087","","","","","","","","","","","","0"
"Yeshiva Derech Chaim","11-2357063","2017-07-01","2018-06-30","1976","2017","990","1573 39th St","","Brooklyn","NY","Kings",="11218","718-438-5476","N/A","501(c)(3) Public Charity","Graduate and professional education","","","B50 (Graduate, Professional(Separate Entities))","611310","8221","","N","","HIRSCH OELBAUM BRAM HANOVER & LISKER CPA","http://www.guidestar.org/profile/11-2357063","http://www.guidestar.org/FinDocuments/2018/112/357/2018-112357063-106a1dda-9.pdf","$2,048,181","$4,309","$4,595","$1,628,507","","","$1,628,507","$2,931,033","$3,594,812","$47","$2,082,854","","$151,690","","$696,405","$419,674","$0","","$2,929,196","$2,295,160","$330,462","$303,574","$11,000","","$27,769","$33,214","","","","$99,670","","","RABBI CHAIM RENNERT","","","","","46"
