"Org Name","EIN","Current FY Start","Current FY End","Ruling Year","Form Year","Form Type","Address Line 1","Address Line 2","City","State","County",Zip,"Org Phone Number","Web Address","IRS Subsection","Subject Area 1","Subject Area 2","Subject Area 3","NTEE Code","NAICS Code","SIC Code1","SIC Code2","Audit Required?","Has filed 990T?","Paid Preparer Firm Name","Link to GS Profile Page","Link to most recent Form 990","Total Assets","Cash & Equivalent","Investments Securities","Net Assets","Temporarily Restricted Net Assets","Permanently Restricted Net Assets","Unrestricted Net Assets","Total Revenue","Gross Receipts","Investment Income","Total Contributions","Government Grants","Special Events","Sales","Program Services Revenue","Total Liabilities","Loans and Notes","Tax-Exempt Bond Liabilities","Total Expenses","Total Program Expenses","Total Administrative Expenses","Total Fundraising Expenses","Accounting Fees","Advertising Expenses","Information Technology Expenses","Insurance Expenses","Interest Expenses","Investment Management Fees","Legal Fees","Pension Plan Contributions   Employee Benefits","Printing and Publications","Professional Fundraising Expenses","Principal Officer","Org Leader","Primary Contact Name","Primary Contact Title","Primary Contact Email","Number of Employees"
"Haitian Evangelical Missionary Group","11-0516300","2018-01-01","2018-12-31","2005","2018","990","107 W 128th St","","New York","NY","New York",="10027","212-678-1140","N/A","501(c)(3) Public Charity","Religion","","","X21 (Protestant)","813110","8661","","N","N","N Cooper & Company","http://www.guidestar.org/profile/11-0516300","http://www.guidestar.org/FinDocuments/2018/110/516/2018-110516300-11287125-9.pdf","$228,038","$135,038","$0","$228,038","","","","$34,463","$34,463","$0","$33,523","","$0","$0","$940","$0","$0","","$37,571","$3,898","$30,854","$2,819","$4,299","$0","$0","$328","$0","$0","$0","$0","","$0","","","","","","0"
"Bayville Fire Company Inc","11-0518530","2017-12-01","2018-11-30","1989","2017","990","258 Bayville Ave","","Bayville","NY","Nassau",="11709","516-628-1922","www.bfc1.net","501(c)(4) (Civic Leagues and Social Welfare Organizations)","Fire prevention and control","","","M24 (Fire Prevention / Protection / Control)","624230","8322","","N","","Craig Fitzsimmons & Michaels LLP","http://www.guidestar.org/profile/11-0518530","http://www.guidestar.org/FinDocuments/2018/110/518/2018-110518530-1054f351-9O.pdf","$5,066,389","$1,759,077","","$4,997,931","","","$4,997,931","$1,287,971","$1,308,213","$23","$270,970","$205,763","$29,280","","$967,069","$68,458","$0","","$842,037","$806,175","$28,675","$7,187","$15,375","$7,187","$8,145","$104,898","$2,179","","$5,750","","","","Norman McCloy","","","","","3"
"Belle Harbor Yacht Club Corp","11-0524715","2018-12-01","2019-11-30","2002","2018","990","533 Beach 126th St  Rockaway Park Ny 11694-1770","","Rockaway Park","NY","Queens",="11694","718-318-8829","BHYCEMAIL@GMAIL.COM","501(c)(7) (Social and Recreation Clubs)","Clubs","","","N50 (Recreational, Pleasure, or Social Club)","713990","7911","7993","","Y","STACY SAND CPA PC","http://www.guidestar.org/profile/11-0524715","http://www.guidestar.org/FinDocuments/2018/110/524/2018-110524715-17087672-9O.pdf","$359,106","$138,150","","$331,534","$3,537","","$327,997","$549,273","$549,273","$20","$122,892","$17,985","","","$339,187","$27,572","$0","","$368,980","$368,980","$0","$0","$11,789","$1,394","","$40,237","$6,436","","","","","","JOHN MCCANN","","","","","1"
"Benevolent & Protective Order of Elks of the USA","11-0527410","","","1951","","","1647 Bath Ave","","Brooklyn","NY","Kings",="11214","","","501(c)(8) (Fraternal Beneficiary Societies)","Community service","","","S80 (Community Service Clubs (Kiwanis, Lions, Jaycees, etc.))","813410","8641","8699","","","","http://www.guidestar.org/profile/11-0527410","http://www.guidestar.org/FinDocuments/2008/110/527/2008-110527410-0431a24d-9O.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Benevolent & Protective Order of Elks of the USA","11-0527480","2019-04-01","2020-03-31","1951","2019","990","8220 Queens Blvd","","Elmhurst","NY","Queens",="11373","718-639-4000","N/A","501(c)(8) (Fraternal Beneficiary Societies)","Community service","","","S80 (Community Service Clubs (Kiwanis, Lions, Jaycees, etc.))","813410","8641","8699","N","","DASZKOWSKI TOMPKINS WEG & CARBONELLA","http://www.guidestar.org/profile/11-0527480","http://www.guidestar.org/FinDocuments/2019/110/527/2019-110527480-1132969d-9O.pdf","$3,089,334","$207,714","$2,874,700","$3,079,856","","","$3,077,856","$180,770","$549,061","$99,479","$35,385","","$0","$17,659","$0","$9,478","$0","","$129,311","$6,317","$114,244","$0","$5,000","$0","$0","$6,229","$0","$0","$0","$0","","$0","","","","","","5"
"Biltmore Beach Club Inc","11-0540622","2018-01-01","2018-12-31","1965","2018","990","147 Bay Dr","","Massapequa","NY","Nassau",="11758","516-795-5010","N/A","501(c)(7) (Social and Recreation Clubs)","Community recreation","","","N50 (Recreational, Pleasure, or Social Club)","713990","7911","7993","N","","DEMASCO SENA & JAHELKA LLP","http://www.guidestar.org/profile/11-0540622","http://www.guidestar.org/FinDocuments/2018/110/540/2018-110540622-17097688-9O.pdf","$313,550","$302,850","","$0","","","","$579,451","$579,451","$31","$565,108","","","","$14,312","$313,550","$0","","$504,248","","","","$9,125","","","$54,468","","","","","","","CARLO ALIBRANDI","","","","","140"
"Baton Rouge Capital Conflict Office Inc","11-0554139","","","2002","","","525 Florida St Ste 310","","Baton Rouge","LA","East Baton Rouge",="70801","","","501(c)(3) Public Charity","Legal services","","","I80 (Legal Services)","541110","8111","","","","","http://www.guidestar.org/profile/11-0554139","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bridgehampton Community House Association Inc","11-0571650","2019-01-01","2019-12-31","1973","2019","990EZ","PO Box 2167","","Bridgehampton","NY","Suffolk",="11932","631-537-2803","N/A","501(c)(4) (Civic Leagues and Social Welfare Organizations)","Community improvement","","","S21 (Community Coalitions)","813410","8641","8699","","","CULLEN & DANOWSKI LLP","http://www.guidestar.org/profile/11-0571650","http://www.guidestar.org/FinDocuments/2018/110/571/2018-110571650-10a530fa-ZO.pdf","$104,212","$104,212","","$95,692","","","","$40,381","$40,381","$1,206","$11,400","","","","$27,775","$8,520","","","$56,116","","","","","","","","","","","","","","","","","","",""
"The Fund for Public Advocacy Inc","11-0576704","","","2002","","","1 Centre St Ofc of","","New York","NY","New York",="10007","","","501(c)(3) Public Charity","Human services","","","P20 (Human Service Organizations)","624190","8322","","","","","http://www.guidestar.org/profile/11-0576704","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brooklyn Board of Realtors Inc","11-0579560","2017-01-01","2017-12-31","1944","2017","990","28 Village Rd N","","Brooklyn","NY","Kings",="11223","718-253-8815","N/A","501(c)(6) (Business Leagues, etc.)","Real estate","","","S47 (Real Estate Organizations)","531390","6531","","N","","DAVID H ROSENBERG CPA PC","http://www.guidestar.org/profile/11-0579560","http://www.guidestar.org/FinDocuments/2018/110/579/2018-110579560-116b43c1-9O.pdf","$250,157","$248,128","","$207,759","","","","$126,063","$126,063","$847","$102,075","","","","$23,141","$42,398","$0","","$128,613","","","","$2,866","","$2,645","$2,029","","","$6,597","","","","RICHARD SCHULHOFF","","","","","0"
"American Federation of Labor & Congress of Industrial Orgs","11-0591855","2018-01-01","2018-12-31","1978","2018","990","300 Motor Pkwy","","Hauppauge","NY","Suffolk",="11788","631-951-3315","N/A","501(c)(5) (Labor, Agricultural and Horticultural Organizations)","Organized labor","","","J40 (Labor Unions/Organizations)","813930","8631","","N","","FITZSIMMONS ABRAMS LLP","http://www.guidestar.org/profile/11-0591855","http://www.guidestar.org/FinDocuments/2017/110/591/2017-110591855-0f2ffb9b-9O.pdf","$598,706","$571,009","","$575,332","","","$575,332","$473,682","$520,990","$5,437","$43,567","","","","$424,278","$23,374","$0","","$569,116","$0","$0","$0","$18,000","","","$24,755","","","$30,111","$16,776","","","MATTHEW ARACICH","","","","","5"
"New Life Ministries of Kansas City Inc","11-0607931","","","2007","","","818 Grand 9s Ste 25","","Kansas City","MO","Jackson",="64106","","","501(c)(3) Public Charity","Christianity","","","X20 (Christian)","813110","8661","","","","","http://www.guidestar.org/profile/11-0607931","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cedar Grove Cemetery Association","11-0613430","2019-01-01","2019-12-31","1972","2019","990","PO BOX 520228","","FLUSHING","NY","Queens",="11352","718-939-9405","WWW.THECEDARGROVECEMETERY.COM","501(c)(13) (Cemetery Companies)","Cemeteries and burial services","","","Y50 (Cemeteries and Burial Services)","812220","6531","6553","N","","SCHULMAN LOBEL ET AL LLP","http://www.guidestar.org/profile/11-0613430","http://www.guidestar.org/FinDocuments/2018/110/613/2018-110613430-10a442ae-9O.pdf","$368,609,853","$2,470,452","$364,854,074","$368,043,267","","","$48,842,247","$21,806,707","$71,158,217","$10,514,946","","","","","$4,178,007","$566,586","$0","","$9,817,622","","","","$120,900","","","$607,270","","","$94,304","","","","ADAM GINSBERG","","","","","139"
"Cedar Lawn Cemetary Association","11-0613467","2018-01-01","2018-12-31","1937","2018","990","PO Box 45","","East Hampton","NY","Suffolk",="11937","631-725-0373","N/A","501(c)(13) (Cemetery Companies)","Cemeteries and burial services","","","Y50 (Cemeteries and Burial Services)","812220","6531","6553","N","","MARKOWITZ FENELON & BANK LLP","http://www.guidestar.org/profile/11-0613467","http://www.guidestar.org/FinDocuments/2018/110/613/2018-110613467-17028519-9O.pdf","$2,937,362","$324,327","$2,557,460","$2,919,977","$161,406","$2,344,357","$414,214","$259,326","$481,233","$49,066","$82,972","","","","$82,274","$17,385","$0","","$143,537","$118,197","$25,340","$0","$16,395","","","$5,045","","","","","","","JAMES M STRONG III","","","","","3"
"Soul Tigers Marching Band Inc","11-0615740","2016-01-01","2016-12-31","2008","2016","990EZ","74 Hart St","","Brooklyn","NY","Kings",="11206","","","501(c)(3) Public Charity","Musical ensembles and groups","","","A6C (Music Groups, Bands, Ensembles)","711130","7929","","","","EDGAR JAMES CPA PLLC","http://www.guidestar.org/profile/11-0615740","http://www.guidestar.org/FinDocuments/2016/110/615/2016-110615740-0e50ab58-Z.pdf","$106,748","$14,937","","$106,748","","","","$56,373","$56,373","","$56,373","","","","","","","","$43,114","","","","","","","","","","","","","","","","","","",""
"Cherry Valley Club Inc","11-0621590","2018-04-01","2019-03-31","1934","2018","990","28 Rockaway Ave","","Garden City","NY","Nassau",="11530","516-746-4420","WWW.CHERRYVALLEYCLUB.COM","501(c)(7) (Social and Recreation Clubs)","Sports","","","N60 (Amateur Sports Clubs, Leagues, N.E.C.)","713990","7911","7993","N","Y","CONDON O'MEARA MCGINTY & DONNELLY LLP","http://www.guidestar.org/profile/11-0621590","http://www.guidestar.org/FinDocuments/2018/110/621/2018-110621590-105c7375-9O.pdf","$13,207,367","$1,491,564","","$8,408,751","","","$8,408,751","$7,939,043","$9,413,188","","","","","$2,589,321","$5,227,073","$4,798,616","$0","","$7,691,393","","","","$26,536","","","$131,318","","","$25,641","$45,168","","","ROBERT PONZO","","","","","183"
"Commuters Club Inc","11-0642111","2019-01-01","2019-12-31","1953","2019","990EZ","517 Ocean Ave","","East Rockaway","NY","Nassau",="11518","516-599-8890","N/A","501(c)(7) (Social and Recreation Clubs)","Clubs","","","N50 (Recreational, Pleasure, or Social Club)","713990","7911","7993","","Y","O'KEEFE CPA LLC","http://www.guidestar.org/profile/11-0642111","http://www.guidestar.org/FinDocuments/2018/110/642/2018-110642111-115bc41c-ZO.pdf","$54,956","$37,443","","$54,006","","","","$90,712","$135,045","$4","$19,415","","$0","$49,253","$0","$950","","","$87,373","","","","","","","","","","","","","","","","","","",""
"United Union of Roofers Waterproofers & Allied Workers","11-0642285","2018-01-01","2018-12-31","1944","2018","990","370 Motor Pkwy","","Hauppauge","NY","Suffolk",="11788","631-435-0655","N/A","501(c)(5) (Labor, Agricultural and Horticultural Organizations)","Organized labor","","","J40 (Labor Unions/Organizations)","813930","8631","","N","N","Wagner & Zwerman LLP","http://www.guidestar.org/profile/11-0642285","http://www.guidestar.org/FinDocuments/2018/110/642/2018-110642285-108ef96d-9O.pdf","$636,981","$462,339","$0","$589,531","","","","$673,817","$673,817","$243","$0","","$0","$0","$673,574","$47,450","$0","","$673,317","$0","$0","$0","$16,333","$29,344","$0","$13,587","$0","$0","$340","$68,720","","$0","","","","","","7"
"Coney Island Chamber of Commerce Inc","11-0642865","","","2007","","","1015 Surf Ave","","Brooklyn","NY","Kings",="11224","","","501(c)(6) (Business Leagues, etc.)","Business promotion","","","S41 (Promotion of Business (Chambers of Commerce))","813910","8611","8699","","","","http://www.guidestar.org/profile/11-0642865","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Knights of Pythias New York Grand Lodge","11-0644115","","","1975","","","7540 Stirling Bridge Blvd N","","Delray Beach","FL","Palm Beach",="33446","","","501(c)(8) (Fraternal Beneficiary Societies)","Business and industry","","","Y40 (Fraternal Beneficiary Societies)","813410","8641","8699","","","","http://www.guidestar.org/profile/11-0644115","http://www.guidestar.org/FinDocuments/2004/110/644/2004-110644115-01c0c4ab-Z.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Boy Scouts of America","11-1631834","2018-01-01","2018-12-31","1965","2018","990","7 Scouting Blvd","","Medford","NY","Suffolk",="11763","631-924-7000","http://www.sccbsa.com","501(c)(3) Public Charity","Scouting programs","","","O41 (Boy Scouts)","813410","8641","8699","N","N","NAWROCKI SMITH LLP","http://www.guidestar.org/profile/11-1631834","http://www.guidestar.org/FinDocuments/2018/111/631/2018-111631834-1110a107-9.pdf","$1,936,046","$979,948","$0","$1,322,475","$264,950","","$1,057,525","$2,339,349","$2,873,115","$25,000","$850,601","","$191,479","$223,498","$821,631","$613,571","$0","","$2,134,826","$1,926,437","$59,424","$148,965","$0","$0","$0","$104,177","$0","$0","$0","$0","","$0","Ryan A DiBernardo","","Mr. Kenneth D'Apice ","","mmoshier@netbsa.org","72"
"Friends Academy","11-1633485","2017-07-01","2018-06-30","1934","2017","990","Duck Pond Rd  Locust Valley Ny 11560-2429","","Locust Valley","NY","Nassau",="11560","516-676-0393","www.fa.org","501(c)(3) Public Charity","Secondary education","","","B20 (Elementary, Secondary Ed)","611110","8211","","","","BKD LLP","http://www.guidestar.org/profile/11-1633485","http://www.guidestar.org/FinDocuments/2018/111/633/2018-111633485-10610431-9.pdf","$106,627,980","$4,486,583","$59,435,422","$86,051,628","$1,125,253","$1,739,799","$83,186,576","$31,301,505","$34,973,705","$1,234,885","$3,414,420","$427,657","$253,464","$0","$26,343,144","$20,576,352","$0","$10,473,613","$30,341,951","$25,643,288","$3,730,414","$968,249","$0","$58,743","$0","$344,982","$290,417","$13,928","$0","$716,364","","$0","ANN MARIE TIDONA","","","","","376"
"Glen Cove Hospital","11-1633487","2018-01-01","2018-12-31","1956","2018","990","972 Brush Hollow Rd Fl 5","","Westbury","NY","Nassau",="11590","516-321-6058","WWW.NORTHWELL.EDU","501(c)(3) Public Charity","Public health","","","E22 (Hospital (General))","622110","8062","8069","Y","","","http://www.guidestar.org/profile/11-1633487","http://www.guidestar.org/FinDocuments/2018/111/633/2018-111633487-17105636-9.pdf","$134,546,000","$54,927,589","$4,931,926","$64,685,225","$10,934,530","$2,844,739","$50,905,956","$146,534,058","$182,799,788","$1,511,297","$2,000","","$0","$0","$141,465,841","$69,860,775","$0","$5,595,042","$152,532,285","$144,144,711","$8,381,826","$5,748","$0","$104,759","$0","$2,653,936","$254,743","$0","$600","$4,627,679","","$0","MICHAEL J DOWLING","","","","","1199"
