Org Name,EIN,Current FY Start,Current FY End,Ruling Year,Form Year,Form Type,Address Line 1,Address Line 2,City,State,County,Zip,Org Phone Number,Web Address,IRS Subsection,Subject Area 1,Subject Area 2,Subject Area 3,NTEE Code,NAICS Code,SIC Code1,SIC Code2,Audit Required?,Has filed 990T?,Paid Preparer Firm Name,Link to GS Profile Page,Link to most recent Form 990,Total Assets,Cash & Equivalent,Investments Securities,Net Assets,Temporarily Restricted Net Assets,Permanently Restricted Net Assets,Unrestricted Net Assets,Total Revenue,Gross Receipts,Investment Income,Total Contributions,Government Grants,Special Events,Sales,Program Services Revenue,Total Liabilities,Loans and Notes,Tax-Exempt Bond Liabilities,Total Expenses,Total Program Expenses,Total Administrative Expenses,Total Fundraising Expenses,Accounting Fees,Advertising Expenses,Information Technology Expenses,Insurance Expenses,Interest Expenses,Investment Management Fees,Legal Fees,Pension Plan Contributions   Employee Benefits,Printing and Publications,Professional Fundraising Expenses,Principal Officer,Org Leader,Primary Contact Name,Primary Contact Title,Primary Contact Email,Number of Employees
100 Who Care Inc,13-4068307,1/1/2018,12/31/2018,2000,2018,990,2708 40th Ave Fl 2,,Long Island City,NY,Queens,11101,212-465-8888,,501(c)(3) Public Charity,Foundations,,,T30 (Public Foundations),813211,6732,,N,,,http://www.guidestar.org/profile/13-4068307,http://www.guidestar.org/FinDocuments/2018/134/068/2018-134068307-10d0296a-9.pdf,"$78,911 ","$78,911 ",$0 ,"$78,818 ",,,,"$54,192 ","$116,275 ",$0 ,"$92,611 ",$0 ,"($38,419)",$0 ,$0 ,$93 ,$0 ,,"$49,811 ","$49,350 ",$0 ,$461 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,$0 ,Kevin J Driscoll,,,,,0
10 East 15Th Street Realty Corporation,13-4090220,1/1/2010,12/31/2010,2000,2010,990,24-09 38th Aveli                    % Steven G Gilman,,Long Is City,NY,Queens,11101,212-691-4100,,501(c)(2) (Title Holding Corporation),Real estate,,,S47 (Real Estate Organizations),531390,6531,,N,,BUCHBINDER TUNICK & CO. LLP,http://www.guidestar.org/profile/13-4090220,http://www.guidestar.org/FinDocuments/2011/134/090/2011-134090220-08a7756d-ZO.pdf,"$37,305,755 ","$37,299,709 ",,"$37,286,264 ",,,"$37,286,264 ","$36,733,303 ","$37,324,357 ","$16,398 ",,,,,"$179,179 ","$19,491 ",$0 ,,"$270,801 ",,,,,,,,,,$901 ,,,,HARVEY S. MORGAN,,,,,0
100 Men of East Texas,13-4225990,,,2007,,,PO Box 172,,Carthage,TX,Panola,75633,,,501(c)(3) Public Charity,Human services,,,P20 (Human Service Organizations),624190,8322,,,,,http://www.guidestar.org/profile/13-4225990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Blackmen of Monterey Peninsula,13-4342297,,,2008,,,1855 Broadway Dr,,Salinas,CA,Monterey,93906,,,501(c)(3) Public Charity,Youth organizing,,,O50 (Youth Development Programs),813410,8641,8699,,,,http://www.guidestar.org/profile/13-4342297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3 Sh Fbo South Dover Baptist Church,13-6079774,,,1970,,,1 Wall St Ste 28th,,New York,NY,New York,10005,,,4947(a)(1) (Non-exempt charitable trust (Public Charity)),Protestantism,,,X21 (Protestant),813110,8661,,,,,http://www.guidestar.org/profile/13-6079774,http://www.guidestar.org/FinDocuments/2008/136/079/2008-136079774-056cf7b2-9O.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-3 Sh Fbo S Dover Methodist Church,13-6079775,1/1/2009,12/31/2009,1970,2009,990,PO Box 185,,Pittsburgh,PA,Allegheny,15230,412-234-1442,,4947(a)(1) (Non-exempt charitable trust (Public Charity)),Human services,,,P20 (Human Service Organizations),624190,8322,,,,PRICEWATERHOUSECOOPERS LLP,http://www.guidestar.org/profile/13-6079775,http://www.guidestar.org/FinDocuments/2009/136/079/2009-136079775-08ed9223-9O.pdf,$0 ,$0 ,$0 ,$0 ,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,$0 ,,,,,,
100 Black Men of the Triad Inc,14-1839893,,,2004,,,1101 E Market St,,Greensboro,NC,Guilford,27401,,,501(c)(3) Public Charity,Community service,,,S82 (Men's Service Clubs),813410,8641,8699,,,,http://www.guidestar.org/profile/14-1839893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101 East 69Th Street Conservancy,14-1996681,1/1/2018,12/31/2018,2007,2018,990,101 E 69th St,,New York,NY,New York,10021,212-734-5400,N/A,501(c)(3) Public Charity,Historical activities,,,A80 (Historical Societies and Related Activities),712120,8412,,N,,CONDON O'MEARA MCGINTY & DONNELLY LLP,http://www.guidestar.org/profile/14-1996681,http://www.guidestar.org/FinDocuments/2018/141/996/2018-141996681-17026924-9.pdf,"$171,867 ","$124,067 ",,"$165,867 ","$47,800 ",,"$118,067 ","$390,205 ","$406,275 ",$543 ,"$371,894 ",,"$17,768 ",,,"$6,000 ",$0 ,,"$758,425 ","$726,540 ","$30,801 ","$1,084 ","$6,850 ",,,,,,,,,,SAMUEL L MILBANK,,,,,0
100 Club of Buffalo Inc,16-0957291,1/1/2018,12/31/2018,1981,2018,990EZ,1967 Wehrle Dr Ste 1,Pmb 150,Buffalo,NY,Erie,14221,716-854-3130,WWW.100CLUBBUFFALO.ORG,501(c)(3) Public Charity,Public safety,,,M60 (Public Safety Benevolent Associations),813410,8641,8699,,,NOWICKI AND COMPANY LLP,http://www.guidestar.org/profile/16-0957291,http://www.guidestar.org/FinDocuments/2018/160/957/2018-160957291-17131554-Z.pdf,"$166,188 ","$166,188 ",,"$166,188 ",,,,"$49,292 ","$85,052 ",,"$19,300 ",,"$22,592 ",,"$7,400 ",,,,"$80,919 ",,,,,,,,,,,,,,,,,,,
1000 Islands Select Hockey Inc,16-1476575,,,1996,,,1350 Loomus Dr,,Watertown,NY,Jefferson,13601,,,501(c)(3) Private Nonoperating Foundation,Sports,,,"N60 (Amateur Sports Clubs, Leagues, N.E.C.)",713990,7911,7993,,,,http://www.guidestar.org/profile/16-1476575,http://www.guidestar.org/FinDocuments/2000/161/476/2000-161476575-1-9.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0Swego County Deputies Association,16-1530784,1/1/2018,12/31/2018,2000,2018,990EZ,RR 481 Oswego Ny 13126-0918,,Oswego,NY,Oswego,13126,315-349-3336,N/A,"501(c)(5) (Labor, Agricultural and Horticultural Organizations)",Community improvement,,,"S20 (Community, Neighborhood Development, Improvement)",813410,8641,8699,,N,RJ CARUSO TAX & ACCOUNTING,http://www.guidestar.org/profile/16-1530784,http://www.guidestar.org/FinDocuments/2018/161/530/2018-161530784-10a64938-ZO.pdf,"$158,609 ","$158,609 ",,"$158,609 ",,,,"$63,698 ","$63,698 ",$416 ,"$63,282 ",,,,,,,,"$82,702 ",,,,,,,,,,,,$112 ,,,,,,,
1 World Foundation Inc,16-1574588,4/1/2018,3/31/2019,1999,2018,990EZ,Kingston Ontario K7m 8a6,,Canada,,,00000,613-548-4417,WWW.1WORLDFOUNDATION.INFO,501(c)(3) Public Charity,Philanthropy,,,T12 (Fund Raising and/or Fund Distribution),813219,8399,,,,BOWERS & COMPANY CPAS PLLC,http://www.guidestar.org/profile/16-1574588,http://www.guidestar.org/FinDocuments/2019/161/574/2019-161574588-1116dec9-Z.pdf,$0 ,,,$0 ,,,,,$0 ,,,,,,,$0 ,,,,,,,,,,,,,,,,,,,,,,
1000 Hills Ministry International,16-1639329,,,2004,,,4910 Bayou Vista Dr,,Houston,TX,Harris,77091,,,501(c)(3) Public Charity,Christianity,,,X20 (Christian),813110,8661,,,,,http://www.guidestar.org/profile/16-1639329,http://www.guidestar.org/FinDocuments/2007/161/639/2007-161639329-0418bdae-9.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Club of Arkansas Inc,16-1716518,,,2005,,,2000 N Garland Ave Apt 79,,Fayetteville,AR,Washington,72703,,,501(c)(3) Public Charity,Law enforcement,,,I60 (Law Enforcement Agencies (Police Departments)),541199,7389,,,,,http://www.guidestar.org/profile/16-1716518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031 Community Theatre,16-1731096,,,2005,,,4413 NE 32nd Pl,,Portland,OR,Multnomah,97211,,,501(c)(3) Public Charity,Theater,,,A65 (Theater),711110,5812,7922,,,,http://www.guidestar.org/profile/16-1731096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Black Men of Greater Beaumont Inc,16-1759421,,,2006,,,PO Box 6534,,Beaumont,TX,Jefferson,77725,,,501(c)(3) Public Charity,Community service,,,S82 (Men's Service Clubs),813410,8641,8699,,,,http://www.guidestar.org/profile/16-1759421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000 Islands Region Branch 302 Nalc,16-6090284,,,2014,,,PO Box 6472,,Watertown,NY,Jefferson,13601,,,"501(c)(5) (Labor, Agricultural and Horticultural Organizations)",Organized labor,,,J40 (Labor Unions/Organizations),813930,8631,,,,,http://www.guidestar.org/profile/16-6090284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040 Fund Inc,20-0041923,,,2004,,,100 Old Cherokee Rd,,Lexington,SC,Lexington,29072,,,501(c)(3) Public Charity,Film and video,,,X81 (Religious Film & Video),512110,7812,,,,,http://www.guidestar.org/profile/20-0041923,http://www.guidestar.org/FinDocuments/2006/200/041/2006-200041923-03531666-9.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 10 10,20-0332081,1/1/2017,12/31/2017,2004,2017,990,4625 W 50th Ave Apt 306,,Denver,CO,Denver,80212,303-901-1990,www.101010.net,501(c)(3) Public Charity,Natural resources,Community and economic development,,C60 (Environmental Education and Outdoor Survival Programs),712190,7999,8422,N,,The Accounting Department Inc,http://www.guidestar.org/profile/20-0332081,http://www.guidestar.org/FinDocuments/2017/200/332/2017-200332081-0f6f46d1-9.pdf,"$22,667 ","$22,667 ",,"$20,445 ",,,,"$303,412 ","$303,412 ",$3 ,"$299,910 ","$2,655 ",,,"$3,499 ","$2,222 ",$0 ,,"$526,105 ","$446,975 ","$54,294 ","$24,836 ","$2,608 ",,,,,,,,,,JEFFREY M NATHANSON,,,,,3
May-05,20-0364653,,,2005,,,5103 Hewitt Dr,% Tammy E Basnight,Fayetteville,NC,Cumberland,28311,(910) 309-1270,,501(c)(3) Public Charity,Arts and culture,Immigrant services,,"A20 (Arts, Cultural Organizations - Multipurpose)",71,,,,,,http://www.guidestar.org/profile/20-0364653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mrs. Tammy Basnight ,Owner,info@underonenationtribetradingpost.net,
1 2 3 Fresh Start Inc,20-0413012,,,2006,,,2135 N Towne Ct NE Apt 12,,Cedar Rapids,IA,Linn,52402,,,501(c)(3) Public Charity,Human services,,,P20 (Human Service Organizations),624190,8322,,,,,http://www.guidestar.org/profile/20-0413012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000 Friends of Connecticut,20-0554225,1/1/2008,12/31/2008,2004,2008,990EZ,PO Box 1988,,Hartford,CT,Hartford,06144,(860) 03671687,www.1000friends-ct.org,501(c)(3) Public Charity,Land resources,Public affairs,Urban development,W01 (Alliance/Advocacy Organizations),813319,8399,8641,,,Buckley Frame Boudreau & Co PC,http://www.guidestar.org/profile/20-0554225,http://www.guidestar.org/FinDocuments/2012/200/554/2012-200554225-09c9ce8b-Z.pdf,"$29,202 ","$27,030 ",,"$23,764 ",,,,"$167,224 ","$167,224 ","$1,222 ","$144,627 ",,$0 ,,,"$5,438 ",,,"$207,681 ",,,,,,,,,,,,$85 ,,,Nichole C. Strack ,Susan Merrow ,,amerrow@snet.net,
100 Percent Foundation Inc,20-0606591,,,2005,,,103 North Pkwy,,Prospect Heights,IL,Cook,60070,,,501(c)(3) Public Charity,Youth services,,,P30 (Children's and Youth Services),624110,8322,,,,,http://www.guidestar.org/profile/20-0606591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-8 Ministries,20-0647388,,,2005,,,18 Oakmont Cir,,Belton,TX,Bell,76513,,,501(c)(3) Public Charity,Special population support,,,P80 (Services to Promote the Independence of Specific Populations),624120,8322,,,,,http://www.guidestar.org/profile/20-0647388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020 Domino Association,20-1151099,,,2004,,,1020 S Orange Ave,,Newark,NJ,Essex,07106,,,501(c)(7) (Social and Recreation Clubs),Clubs,,,"N50 (Recreational, Pleasure, or Social Club)",713990,7911,7993,,,,http://www.guidestar.org/profile/20-1151099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10184 Elida Area Sertoma Club Sponsorship Fund,20-1210368,,,0,,,3865 Pioneer Rd,,Lima,OH,Allen,45807,,,501(c)(3) Public Charity,Community service,,,S81 (Women's Service Clubs),813410,8641,8699,,,,http://www.guidestar.org/profile/20-1210368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 To 3 Inc,20-1292917,,,2006,,,1526 Chandler St,,Madison,WI,Dane,53711,,,501(c)(3) Public Charity,Environment,,,C01 (Alliance/Advocacy Organizations),813319,8399,8641,,,,http://www.guidestar.org/profile/20-1292917,http://www.guidestar.org/FinDocuments/2006/201/292/2006-201292917-033d75cd-Z.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10-34 Wisconsin, Inc.",20-1386548,1/1/2008,12/31/2008,2005,2008,990EZ,422 Century Oak Dr,,Waukesha,WI,Waukesha,53188,414-628-9445,,501(c)(3) Public Charity,Abuse prevention,Child abuse,Sexual abuse,"I70 (Protection Against and Prevention of Neglect, Abuse, Exploitation)",813319,8399,8641,,,SASS ACCOUNTING LLC,http://www.guidestar.org/profile/20-1386548,http://www.guidestar.org/FinDocuments/2008/201/386/2008-201386548-0525b59d-Z.pdf,"$33,412 ","$32,408 ",,"$27,061 ",,,,"$102,850 ","$102,850 ",,"$102,300 ",,,,$550 ,"$6,351 ",,,"$91,190 ",,,,,,,,,,,,$814 ,,,,Cindy Lange ,Executive Director,ten34@mac.com,
10147 Florence Sertoma Club Sponsorship Fund,20-1537784,,,0,,,PO Box 12972,,Florence,SC,Florence,29504,,,501(c)(3) Public Charity,Community service,,,S81 (Women's Service Clubs),813410,8641,8699,,,,http://www.guidestar.org/profile/20-1537784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000 Crane Foundation Inc,20-1582222,,,2005,,,4202 220th Pl,,Bayside,NY,Queens,11361,,,501(c)(3) Public Charity,Pediatrics,Diseases and conditions,Cancers,G98 (Pediatrics),813212,8399,,,,,http://www.guidestar.org/profile/20-1582222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ms. Beatrice Lee ,Ms. Beatrice Lee ,President and CEO,1000CraneFoundation@gmail.com,
10114-Sertoma Club Decatur- Sponsorship Fund,20-1909620,,,1979,,,PO Box 321,,Decatur,IL,Macon,62525,,,501(c)(3) Public Charity,Community service,,,S81 (Women's Service Clubs),813410,8641,8699,,,,http://www.guidestar.org/profile/20-1909620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100X Missions,20-1926718,1/1/2018,12/31/2018,2007,2018,990,7020 Fain Park Dr Ste 6,,Montgomery,AL,Montgomery,36117,(334) 387-1178,www.100XDevelopment.com,501(c)(3) Public Charity,International development,,,"Q30 (International Development, Relief Services)",813311,8399,,N,,HORTON LEE BURNETT ET AL PC,http://www.guidestar.org/profile/20-1926718,http://www.guidestar.org/FinDocuments/2017/201/926/2017-201926718-100ddaad-9.pdf,"$402,880 ","$383,398 ",,"$387,880 ","$288,742 ",,"$99,138 ","$820,655 ","$820,655 ",,"$820,655 ",,,,,"$15,000 ",$0 ,,"$506,427 ","$271,785 ","$31,045 ","$203,597 ","$15,000 ",$65 ,"$1,639 ",,,,"$1,810 ",,,,JOHN BLANCHARD,Lindy Blanchard ,Kimberly Casey ,Special Assistant,KCasey@100XDevelopment.com,1
100 Black Men of Birmingham Inc,20-2595597,,,2006,,,PO Box 2915,,Birmingham,AL,Jefferson,35202,,,501(c)(3) Public Charity,Community service,,,S82 (Men's Service Clubs),813410,8641,8699,,,,http://www.guidestar.org/profile/20-2595597,http://www.guidestar.org/FinDocuments/2006/202/595/2006-202595597-068dae4b-Z.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Club of Amarillo Inc,20-2768192,7/1/2018,6/30/2019,2006,2018,990,PO Box 589,,Amarillo,TX,Potter,79105,806-331-4100,WWW.TEXASPANHANDLE100CLUB.ORG,501(c)(3) Public Charity,Law enforcement,,,I60 (Law Enforcement Agencies (Police Departments)),541199,7389,,N,,STEWART MARTIN DUDLEY & WEBB PC,http://www.guidestar.org/profile/20-2768192,http://www.guidestar.org/FinDocuments/2018/202/768/2018-202768192-10acba63-9.pdf,"$573,044 ","$423,816 ","$149,228 ","$573,044 ","$139,000 ",,"$434,044 ","$198,524 ","$213,389 ","$3,872 ","$207,369 ",,"($13,800)",,,$0 ,$0 ,,"$100,866 ","$85,109 ","$4,342 ","$11,415 ","$1,198 ","$9,284 ",,$744 ,,$770 ,,,,,SUZANNE TALLEY,,,,,0
10-99 Foundation,20-3154031,1/1/2008,12/31/2008,2005,2008,990EZ,PO Box 3099,,Issaquah,WA,King,98027,425-747-7523,www.10-99foundation.org,501(c)(3) Public Charity,Mental health care,,,F12 (Fund Raising and/or Fund Distribution),813219,8399,,,,"CLARK NUBER, PS",http://www.guidestar.org/profile/20-3154031,http://www.guidestar.org/FinDocuments/2009/203/154/2009-203154031-05a8a631-Z.pdf,"$836,086 ","$820,031 ",,"$836,086 ",,,,"$197,843 ","$286,055 ","$24,549 ","$205,317 ",,"($48,912)",,,$0 ,,,"$149,954 ",,,,,,,,,,,,"$1,623 ",,,"Dr. Samuel H. Smith, PhD ",Mrs. Gayle Frink-Schulz ,Executive Director,gayle@10-99foundation.org,
100 Plus Black Women Coalition of Beaumont,20-3264664,,,2010,,,4865 Cornell Dr,,Beaumont,TX,Jefferson,77705,,,501(c)(3) Public Charity,Education,,,"B82 (Scholarships, Student Financial Aid, Awards)",813410,8641,8699,,,,http://www.guidestar.org/profile/20-3264664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Percent Relief,20-3418002,,,2005,,,1111 Alexandria St,,Lafayette,CO,Boulder,80026,,,501(c)(3) Public Charity,Basic and emergency aid,,,"P60 (Emergency Assistance (Food, Clothing, Cash))",624230,8322,,,,,http://www.guidestar.org/profile/20-3418002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000 Leaders Project,20-3453972,,,2006,,,2102 Almaden Rd Ste 107,,San Jose,CA,Santa Clara,95125,,,501(c)(3) Public Charity,Civic participation,,,B03 (Professional Societies & Associations),813920,8621,,,,,http://www.guidestar.org/profile/20-3453972,http://www.guidestar.org/FinDocuments/2012/203/453/2012-203453972-09aa8924-Z.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Accord Ministries,20-3599122,,,2006,,,3209 Mounds Rd,,Anderson,IN,Madison,46016,,,501(c)(3) Public Charity,Human services,,,P20 (Human Service Organizations),624190,8322,,,,,http://www.guidestar.org/profile/20-3599122,http://www.guidestar.org/FinDocuments/2006/203/599/2006-203599122-02fccb51-Z.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101 Lakes Academy and Farm School,20-3729588,,,2006,,,1775 W US Highway 20,,Angola,IN,Steuben,46703,,,501(c)(3) Public Charity,Elementary and secondary education,,,"B20 (Elementary, Secondary Ed)",611110,8211,,,,,http://www.guidestar.org/profile/20-3729588,http://www.guidestar.org/FinDocuments/2011/203/729/2011-203729588-08773a6a-Z.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Acre Wood Wildliferehabilitation Inc,20-4137076,,,2006,,,99 Kohen Rd,,Brooksville,FL,Hernando,34601,,,501(c)(3) Public Charity,Wildlife biodiversity,,,D30 (Wildlife Preservation/Protection),813312,8399,8699,,,,http://www.guidestar.org/profile/20-4137076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10185 Park Meadows Drive Inc,20-4348381,,,2008,,,10185 Park Meadows Dr,,Lone Tree,CO,Douglas,80124,,,"501(c)(25) (Title Holding Corporations for Multiple Organizations (Pensions, etc.))",Real estate,,,S47 (Real Estate Organizations),531390,6531,,,,,http://www.guidestar.org/profile/20-4348381,http://www.guidestar.org/FinDocuments/2007/204/348/2007-204348381-0446bc13-9O.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(GMT-05:00) Eastern Time (US & Canada),20-4646970,,,2006,,,5579 Azalea Way Unit 1013,,West Chester,OH,Butler,45069,(513) 240-8981,http://visionworksinc.org,501(c)(3) Public Charity,Employment,Diversity and intergroup relations,Religion for youth,R30 (Intergroup/Race Relations),813311,8399,,,,,http://www.guidestar.org/profile/20-4646970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr. Vane Enoch ,Dr. Vanessa Enoch ,President & CEO,vanessa.enoch@gmail.com,
100 Block Association,20-4949721,,,2014,,,123 S Gay St,,Knoxville,TN,Knox,37902,,,501(c)(3) Public Charity,Neighborhood associations,,,S22 (Neighborhood/Block Associations),813410,8641,8699,,,,http://www.guidestar.org/profile/20-4949721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1- Way Concert Minisery,20-5018074,,,2007,,,177 Kingsclere Dr,,Southampton,PA,Bucks,18966,,,501(c)(3) Public Charity,Music,,,A68 (Music),711130,7929,,,,,http://www.guidestar.org/profile/20-5018074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000 Kids Inc,20-5071315,,,2007,,,2354 Aqua Vista Ave,,Henderson,NV,Clark,89014,,,501(c)(3) Public Charity,Youth organizing,,,O50 (Youth Development Programs),813410,8641,8699,,,,http://www.guidestar.org/profile/20-5071315,http://www.guidestar.org/FinDocuments/2009/205/071/2009-205071315-067820d7-Z.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Cat Inc,20-5079076,,,2007,,,PO Box 1208,,Traverse City,MI,Grand Traverse,49685,,,501(c)(3) Public Charity,Animal welfare,,,D20 (Animal Protection and Welfare (includes Humane Societies and SPCAs)),813312,8399,8699,,,,http://www.guidestar.org/profile/20-5079076,http://www.guidestar.org/FinDocuments/2008/205/079/2008-205079076-04ae05e5-Z.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Cat Inc,20-5079096,,,2007,,,PO Box 1208,,Traverse City,MI,Grand Traverse,49685,,,501(c)(3) Public Charity,Animal welfare,,,D20 (Animal Protection and Welfare (includes Humane Societies and SPCAs)),813312,8399,8699,,,,http://www.guidestar.org/profile/20-5079096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Homes Inc,20-5137384,,,2008,,,2275 Huntington Dr Unit 830,,San Marino,CA,Los Angeles,91108,,,501(c)(3) Public Charity,Home repairs,,,L81 (Home Improvement/Repairs),624229,8322,,,,,http://www.guidestar.org/profile/20-5137384,http://www.guidestar.org/FinDocuments/2008/205/137/2008-205137384-058ff08f-Z.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2001,20-5149875,,,2007,,,1527 Glade Gulch Rd,,Castle Rock,CO,Douglas,80104,,,501(c)(3) Public Charity,Disaster relief,,,Q33 (International Relief),813311,8399,,,,,http://www.guidestar.org/profile/20-5149875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 502 Vietnam Veterans Memoral Fund,20-5178622,,,2007,,,W5527 Rustic Ln,,Appleton,WI,Outagamie,54915,,,501(c)(3) Public Charity,Special population support,,,W30 (Military/Veterans' Organizations),813410,8641,8699,,,,http://www.guidestar.org/profile/20-5178622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 in 10 Project Inc,20-5326666,,,2007,,,PO Box 275,,Fort Montgomery,NY,Orange,10922,,,501(c)(3) Public Charity,Brain and nervous system disorders,,,G48 (Brain Disorders),813212,8399,,,,,http://www.guidestar.org/profile/20-5326666,http://www.guidestar.org/FinDocuments/2006/205/326/2006-205326666-03110e9a-Z.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015 15Th Street Inc,20-5405908,1/1/2017,12/31/2017,2009,2017,990,C/O Re Tax 1 University Sq Dr,,Princeton,NJ,Mercer,08540,609-282-2663,N/A,"501(c)(25) (Title Holding Corporations for Multiple Organizations (Pensions, etc.))",Community and economic development,,,S47 (Real Estate Organizations),531390,6531,,N,,PRICEWATERHOUSECOOPERS LLP,http://www.guidestar.org/profile/20-5405908,http://www.guidestar.org/FinDocuments/2018/205/405/2018-205405908-116b5501-9O.pdf,"$124,410,117 ","$1,287,043 ",$0 ,"$58,389,179 ",,,,"$9,687,910 ","$9,687,910 ",$0 ,$0 ,,$0 ,$0 ,"$9,687,910 ","$66,020,938 ","$60,000,000 ",$0 ,"$6,930,692 ","$6,930,692 ",,,"$22,763 ","$1,856 ",$0 ,"$22,366 ","$2,164,866 ","$492,738 ","$19,652 ",$0 ,,$0 ,JOHN LAMB,,,,,0
1 Byte Computer Literacy Inc,20-5477787,,,2019,,,3916 Oleander Dr,,Wilmington,NC,New Hanover,28403,,,501(c)(3) Public Charity,Adult education,,,"B60 (Adult, Continuing Education)",611699,7999,8299,,,,http://www.guidestar.org/profile/20-5477787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103Rd Precinct Community Councilinc,20-5484666,,,2012,,,16802 91st Ave,,Jamaica,NY,Queens,11432,,,501(c)(3) Public Charity,Human services,,,P12 (Fund Raising and/or Fund Distribution),813219,8399,,,,,http://www.guidestar.org/profile/20-5484666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Heart at A Time Inc,20-5541004,,,2007,,,2466 Royal Ave,,Simi Valley,CA,Ventura,93065,,,501(c)(3) Public Charity,Heart and circulatory system diseases,,,G43 (Heart and Circulatory System),813212,8399,,,,,http://www.guidestar.org/profile/20-5541004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Women Charitable Foundation Inc,20-5704725,1/1/2017,12/31/2017,2007,2017,990,PO Box 3418,,Los Altos,CA,Santa Clara,94024,650-938-3931,http://100womenfoundation.org,501(c)(3) Public Charity,Foundations,,,T31 (Community Foundations),813211,6732,,N,,Hopper & Associates,http://www.guidestar.org/profile/20-5704725,http://www.guidestar.org/FinDocuments/2018/205/704/2018-205704725-116a2f4f-9.pdf,"$164,355 ","$158,355 ",,"$164,355 ",,,,"$160,477 ","$184,625 ",,"$157,789 ",,"$2,489 ",,,$0 ,$0 ,,"$168,775 ","$165,000 ","$3,456 ",$319 ,,,,,,,,,,,Donna Brownell,,,,,0
